rank,title,price,price_num,link,timestamp
75,아디다스 EDP 30ml/50ml/100ml 6종 택 1,"20,200원 ~",20200.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000230142&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=75,2025-08-13T02:53:02.854883+09:00
76,[8월 올영픽/포켓몬 에디션]성분에디터 실크펩타이드 EGF 하트핏 볼륨 리프팅 앰플 40ml 더블 기획(+키링 파우치),"25,800원",25800.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231076&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=76,2025-08-13T02:53:02.893053+09:00
77,[8월 올영픽/하트거울증정] 이니스프리 비타민C 그린티 엔자임 세럼 30ml 더블 기획,"28,220원",28220.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000230206&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=77,2025-08-13T02:53:02.931808+09:00
78,[8월올영픽/단독기획] 프리메라 비타티놀 바운시 리프트 세럼 30g+20g 기획,"31,200원 ~",31200.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231293&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=78,2025-08-13T02:53:02.986262+09:00
79,헤라 블랙쿠션 본품15g+리필15g,"66,600원 ~",66600.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000202777&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=79,2025-08-13T02:53:03.041211+09:00
80,[8월 올영픽][NEW/단독기획]하트퍼센트 도트 온 무드 립펜슬 0.8g 22종 (기획/단품),"11,900원 ~",11900.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000174066&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=80,2025-08-13T02:53:03.083925+09:00
81,웨이크메이크 소프트 블러링 아이팔레트 25COLOR(단품/기획),"23,800원 ~",23800.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180532&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=81,2025-08-13T02:53:03.128336+09:00
82,[진정커버/1위쿠션] 파넬 시카마누 세럼쿠션(본품+리필),"27,750원 ~",27750.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000190611&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=82,2025-08-13T02:53:03.177919+09:00
83,(50%용량증정)에스트라 더마UV365 장벽수분 무기자차 선크림 40ml+20ml 기획,"24,800원",24800.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000206826&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=83,2025-08-13T02:53:03.236603+09:00
84,페리페라 스피디 스키니 브로우 7 Colors,"5,700원 ~",5700.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000138671&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=84,2025-08-13T02:53:03.293371+09:00
85,[KBO 키링 랜덤 증정] 메디힐 마데카소사이드 수분 선 세럼 흔적 리페어 50g 기획(KBO 에디션),"13,600원 ~",13600.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231037&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=85,2025-08-13T02:53:03.350116+09:00
86,[미니 속광도화밤 증정 기획] 투크 워터프루프 슬림 아이라이너 17colors (기획/단품),"11,900원 ~",11900.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185046&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=86,2025-08-13T02:53:03.403999+09:00
87,[8/12 하루특가[Y존냄새제거] 바솔 포밍워시 여성청결제 기획(이너밸런싱/마일드캄) 4종 택 1,"17,200원 ~",17200.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204867&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=87,2025-08-13T02:53:03.453722+09:00
88,[말끔모공/피지순삭] 아누아 어성초 클렌징 듀오 기획 (오일 200ml+폼 150ml),"25,500원",25500.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225774&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=88,2025-08-13T02:53:03.496832+09:00
89,[단독/추가증정] 1+1 려 루트젠 탈모증상케어 두피에센스 80ml 더블기획+샴푸50ml,"21,900원 ~",21900.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000197603&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=89,2025-08-13T02:53:03.547653+09:00
90,[8월올영픽/미니틴트증정] 라카 맥시 글레이어 틴트 3.8g 20종 (단품/기획),"13,500원 ~",13500.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000228370&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=90,2025-08-13T02:53:03.598244+09:00
91,[흔적진정] 마몽드 카밍 샷 아줄렌 흔적 수분 앰플 50ml 기획,"18,900원 ~",18900.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219389&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=91,2025-08-13T02:53:03.649185+09:00
92,[백태순삭] 라덴스 베럴 혀클리너 (블루/블랙/그레이/화이트),"8,460원 ~",8460.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000159233&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=92,2025-08-13T02:53:03.693045+09:00
93,[8월 올영픽] 오프온 등드름 바디워시(+천연 루파스펀지 증정),"22,300원 ~",22300.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000211096&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=93,2025-08-13T02:53:03.739746+09:00
94,딜라이트 프로젝트 헬시간식 모음전 (쉐이크/음료/프로틴스낵),"2,800원 ~",2800.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000216127&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=94,2025-08-13T02:53:03.790783+09:00
95,바세린 컬러 + 케어 립밤 4.2g 더블 기획 2종 (+빗 키링 증정),"8,780원 ~",8780.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000227013&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=95,2025-08-13T02:53:03.844157+09:00
96,[증정기획/대용량] 토리든 다이브인 저분자 히알루론산 토너 500ml 기획 (+화장솜 60매 증정),"21,750원",21750.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180474&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=96,2025-08-13T02:53:03.893214+09:00
97,[8월 올영픽] 쏘피 쿨링프레쉬 생리대 9종 택 1 (라이너/패드/안심숙면팬티),"3,500원 ~",3500.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223283&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=97,2025-08-13T02:53:03.946471+09:00
98,아누아 비타민씨 잡티 세럼 마스크 10매입,"15,000원",15000.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000222734&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=98,2025-08-13T02:53:03.996333+09:00
99,[화잘먹] 구달 맑은 어성초 진정 수분 선크림 50ml 1+1 기획,"16,500원 ~",16500.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219553&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=99,2025-08-13T02:53:04.046853+09:00
100,[550만판매/1등피지클리너]일소 슈퍼 멜팅 세범 소프트너 150ml 기획 (+착붙솜 40매+모공 텐션 마스크팩 1매,"17,900원",17900.0,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225736&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=100,2025-08-13T02:53:04.112153+09:00
